,ASIN,product_name,seller,seller_link,seller2,seller_link2,batteries,batteries_required?,date_first_available,discontinued_by_mfg,item_model_number,package_dimensions,product_dimensions,freq_bought,freq_bought_link,link_to_all_reviews
635,B081PV6JJY ,"Huanuo Dual Monitor Stand - Height Adjustable Gas Spring Monitor Desk Mount Fits 2 Flat/Curved Computer Screens 15 to 27 Inch, Double Articulating Arms Vesa Bracket with C Clamp, Grommet Mounting",Dream Fit 2020,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AAO6TDKV4R7PK&isAmazonFulfilled=1,Brand: HUANUO,https://www.amazon.com/HUANUO/b/ref=bl_dp_s_web_19834752011?ie=UTF8&node=19834752011&field-lbr_brands_browse-bin=HUANUO,,,"December 10, 2019",,HNDSK1-B,17.68 x 12.13 x 5.59 inches,,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/135-9800485-6432342?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=9fc0ef35-b999-4074-b800-4d7174b63ad0&pd_rd_w=XeX7J&pd_rd_wg=JcqrE&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J4JVXFX13VT6RJNZKYC0&psc=1&refRID=J4JVXFX13VT6RJNZKYC0,https://www.amazon.com/HUANUO-Dual-Monitor-Stand-Articulating/product-reviews/B081PV6JJY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
636,B0849N549L ,"Dell E2720HS 27"" LCD Anti-Glare Monitor - 1920 x 1080 Full HD Display - 60 Hz Refresh Rate - VGA & HDMI Input Connectors - LED Backlight Technology - in-Plane Switching Technology",,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"January 18, 2020",,E2720HS,,24.47 x 20.01 x 7.36 inches,,,
637,B08LMKF9P4 ,"Dual Monitor Mount Stand, Monitor Mount for 2 Monitors, Height Adjustable/Tilt/Rotation Monitor Arm for 15-35 in Screen with USB, Ultrawide Monitor Arm, Holds from 4.4lbs to 26.4lbs, APDS12B",AM alphamount,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3HW5IDNRNJAMH&isAmazonFulfilled=1,Visit the AM alphamount Store,/stores/AM+alphamount/page/091CDBD6-B385-4AB5-ABF8-AA7AF5A697AC?ref_=ast_bln,,,"October 22, 2020",No,APDS12B,16.9 x 10.8 x 6.1 inches,,,,
638,B07CHKWNKC ,"Monitor Wall Mount Bracket–Articulating Adjustable Gas Spring Single Arm Stand with VESA Extension Kit for 17 to 32 Inch LCD Computer Screens - VESA 75x75,100x100, 200x100, 200x200",Dream Fit 2020,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AAO6TDKV4R7PK&isAmazonFulfilled=1,Brand: HUANUO,https://www.amazon.com/HUANUO/b/ref=bl_dp_s_web_19834752011?ie=UTF8&node=19834752011&field-lbr_brands_browse-bin=HUANUO,,,"September 5, 2018",No,HNWSS1,,14.6 x 8.5 x 2.7 inches,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/134-8034137-2208843?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=1f86e9c2-4ae6-462b-a4dc-d3816ae83436&pd_rd_w=IBqVw&pd_rd_wg=j0RBR&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=J92GPPFN0STHDCNVSX0V&psc=1&refRID=J92GPPFN0STHDCNVSX0V,https://www.amazon.com/Monitor-Bracket-Articulating-Adjustable-Extension-Computer/product-reviews/B07CHKWNKC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
639,B08HSJ8T2M ,"ConceptD CP1 CP1241Y Vbmiiprx 23.8"" Full HD (1920 x 1080) IPS Monitor, 144Hz (Overclock Mode 165Hz), 2ms (G to G) - Up to 0.1ms (G to G), DCI-P3 95%, Delta E<2 (1 x Display Port & 2 x HDMI 2.0 Ports)",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"September 21, 2020",,CP1241Y Vbmiiprx,,21.3 x 9.2 x 16 inches,,,
640,B07G3YRT4H ,"Acer XF270H Bbmiiprx 27"" Full HD (1920 x 1080) Zero Frame TN AMD FreeSync and NVIDIA G-SYNC Compatible Gaming Monitor - 1ms | 144Hz Refresh (Display Port 1.2 & 2 x HDMI 2.0 Ports),Black",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,1 Lithium ion batteries required.,,"August 6, 2018",No,XF270H Bbmiiprx,,24.17 x 9.64 x 15.63 inches,"DisplayPort Cable, iVANKY DP Cable 6.6ft/2M, [4K@60Hz, 2K@144Hz, 2K@165Hz], Nylon Braided High Speed…",/ivanky-DisplayPort-Braided-Display-Compatible/dp/B078HVDMW2/ref=pd_bxgy_2/131-3569903-7393462?_encoding=UTF8&pd_rd_i=B078HVDMW2&pd_rd_r=9e437cf0-6ed3-4dcc-a37a-5208c3dd307f&pd_rd_w=n1MI6&pd_rd_wg=5HyAR&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=1M0ZQG2BM8TWEPYYS94T&psc=1&refRID=1M0ZQG2BM8TWEPYYS94T,/Acer-XF270H-Bbmiiprx-FREESYNC-Technology/product-reviews/B07G3YRT4H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
641,B08B84G56L ,"OImatser Monitor Stand Riser, Computer Monitor Riser Adjustable Height and Storage Drawer & Pen Slot, Phone Stand for Computer, Desktop, Laptop, Save Space",HYmaster,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2H6HLN157DJOQ&isAmazonFulfilled=1,Brand: OImaster,/OImaster/b/ref=bl_dp_s_web_19876075011?ie=UTF8&node=19876075011&field-lbr_brands_browse-bin=OImaster,,,"June 16, 2020",,,,17 x 8 x 3 inches,,,
642,B07GCSQGNY ,"AOC C32V1Q 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75Hz, Frameless, HDMI/DisplayPort/VGA, Flickerfree, Low Blue Mode, VESA, Black",,,Visit the AOC Store,/stores/AOC/page/E3396010-C7C9-4EF1-9B1F-74A5E6F5EAF2?ref_=ast_bln,,,"August 10, 2018",No,C32V1Q,,28.06 x 9.26 x 20.98 inches,,,/AOC-C32V1Q-1920x1080-DisplayPort-FlickerFree/product-reviews/B07GCSQGNY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
643,B08THMHGLN ,"Portable Monitor 4K, ARZOPA Touchscreen 15.6"" UHD 3840X2160 IPS HDR Gaming Monitor, 100% sRGB FreeSync Computer Display with HDMI Type-C OTG 2 Speakers for Xbox PS4 Switch Laptop PC Phone Mac",Bulaosong Ltd,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3F0RJGF8HYMLN&isAmazonFulfilled=1,Visit the Arzopa Store,/stores/ARZOPA/page/C5B8D4B7-DD3A-4673-B765-ECD31E3F01F0?ref_=ast_bln,,,"January 20, 2021",,,15.4 x 10.25 x 2.3 inches,,,,
644,B084BV1WZW ,Dell 20IN Monitor E2020H,,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"January 31, 2020",No,E2020H,,26 x 21 x 9 inches,,,
645,B083HQYBN9 ,"Portable Monitor for Laptop - IVV 15.6"" 1080P Full HD USB Type-C & HDMI External Monitor for/PC/Smartphones/Xbox One/Switch/PS3 PS4 PS5, Eye Care Display with Dual Speakers, Vertical Screen",IVV Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AR07GF9NHEPRW&isAmazonFulfilled=1,Brand: IVV,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=IVV,,,"January 7, 2020",,ASM-156FC2-G,,14.3 x 8.8 x 0.4 inches,,,/Portable-Monitor-Laptop-Smartphones-Speakers/product-reviews/B083HQYBN9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
646,B08734F2SS ,"Monitor Stand Riser with 3 Height Adjustable Desktop Metal Monitor Riser Stand with Non-Skid Rubber for Computer, Laptop, iMac, PC, Printer, Black",TUOPU PRODUCTS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3PV54YQSIUTRR&isAmazonFulfilled=1,Visit the Metiya Store,/stores/IMLIB/page/BA508096-8E24-4D34-9A15-52A0F9BD3FE9?ref_=ast_bln,,,"August 1, 2020",,,15.6 x 9.8 x 1.3 inches,,"Power Strip, bototek Surge Protector with 10 AC Outlets and 4 USB Charging Ports,1875W/15A, 2100…",https://www.amazon.com/Bototek-Protector-Charging-Extension-Smartphone/dp/B07MVZZV3G/ref=pd_bxgy_2/146-6585708-4157558?_encoding=UTF8&pd_rd_i=B07MVZZV3G&pd_rd_r=ffc97035-c053-41fb-8d47-8fcaa0c149d9&pd_rd_w=x07uy&pd_rd_wg=mBTAn&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=7ZB5P496JVDM2AXVBMYK&psc=1&refRID=7ZB5P496JVDM2AXVBMYK,
647,B08SW9DKPK ,Dual Monitor Stand Riser for 2 Monitor 21 inch Desktop Riser Length and Angle Adjustable Desktop Stand for TV Laptop Printer Stand Storage Organizer for Monitor,ALILY,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3URZTWFDKUF47&isAmazonFulfilled=1,Visit the WESTREE Store,/stores/WESTREE/page/F0F673E8-F14D-4C91-A5A6-C498DBA5740A?ref_=ast_bln,,,"January 13, 2021",,,15.39 x 11.26 x 4.13 inches,,,,
648,B08QD7W8HT ,"FORGING MOUNT Dual Monitor Stand-Vertical Stack Screen Desk Mount Stand Support Two 17 to 32 Inch Computer Monitors with C Clamp Grommet Base,VESA 75 100 Compatible",HY bracket,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZXX6XNX5CLRA&isAmazonFulfilled=1,Brand: FORGING MOUNT,/FORGING-MOUNT/b/ref=bl_dp_s_web_20553575011?ie=UTF8&node=20553575011&field-lbr_brands_browse-bin=FORGING+MOUNT,,,"December 11, 2020",,FM4508,,6 x 6 x 33 inches,,,
649,B08P6MSZ7Y ,"CHUICHUIHU Acrylic Monitor Stand Riser, Clear Computer Monitor Riser for Desktop, Desk, Upgrade Acrylic Laptop Stand, Multi-Media iMac PC Stand for Home Office (15 x 9.3 x 3.3 in)",CHUICHUIHU Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JUVA50NQUG8E&isAmazonFulfilled=1,Brand: CHUICHUIHU,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=CHUICHUIHU,,,"February 11, 2021",No,,15.43 x 9.57 x 2.01 inches,,,,
650,B084BV1WZW ,Dell 20IN Monitor E2020H,,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"January 31, 2020",No,E2020H,,26 x 21 x 9 inches,,,
651,B083HQYBN9 ,"Portable Monitor for Laptop - IVV 15.6"" 1080P Full HD USB Type-C & HDMI External Monitor for/PC/Smartphones/Xbox One/Switch/PS3 PS4 PS5, Eye Care Display with Dual Speakers, Vertical Screen",IVV Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AR07GF9NHEPRW&isAmazonFulfilled=1,Brand: IVV,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=IVV,,,"January 7, 2020",,ASM-156FC2-G,,14.3 x 8.8 x 0.4 inches,,,/Portable-Monitor-Laptop-Smartphones-Speakers/product-reviews/B083HQYBN9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
652,B0875NQFTG ,"MOUNTUP Single Monitor Desk Mount - Adjustable Die-Cast Aluminum Gas Spring Monitor Arm Desk Stand for 17 to 32 inch LED LCD Screens with C Clamp, Grommet Mounting Base, Holds up to 17.6LBS MU0022",MOUNTUP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3O3GHLAAB8VWC&isAmazonFulfilled=1,Visit the MOUNTUP Store,https://www.amazon.com/stores/MOUNTUP/page/15E8E5C0-71A7-44EF-9701-F3BE86321CF1?ref_=ast_bln,,,"April 16, 2020",,MU0022,15.99 x 11.61 x 5.43 inches,,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/145-0368676-0513900?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=dc04fb97-10d5-4f27-b38b-4493c07cb465&pd_rd_w=Lsc3b&pd_rd_wg=YvZRG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NSPN133JGFTT3PVZYN0K&psc=1&refRID=NSPN133JGFTT3PVZYN0K,https://www.amazon.com/MOUNTUP-Adjustable-Die-Cast-Aluminum-MU0022/product-reviews/B0875NQFTG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
653,B073FHWTPL ,"Dell U-Series 38"" Screen LED-Lit Monitor (U3818DW), Black",,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"June 28, 2017",No,U3818DW,,35.2 x 8.91 x 21.54 inches,,,/Dell-Screen-LED-Lit-Monitor-U3818DW/product-reviews/B073FHWTPL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
654,B01F2SIY02 ,"Mount It Monitor Desk Mount,Computer Monitor Stand,Height Adjustable Arm Fits Up To 32 Inch Screens,VESA 75x75and100x100,20 Lb Capacity,Black (MI-1772)(Dual Monitor,Silver)",,,Visit the Mount-It! Store,/stores/Mount-It%21/page/294B8EE4-088D-4426-891E-036605A6CABA?ref_=ast_bln,,,"May 3, 2016",No,MI-1772,,22.3 x 18.6 x 5 inches,,,/Mount-Monitor-Adjustable-Computer-Screens/product-reviews/B01F2SIY02/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
655,B08BCR1SJS ,"LG 34WN750-B 34"" 21:9 WQHD (3440 x 1440) IPS Display with AMD FreeSync Technology and Multi-Tasking with OnScreen Control, 3-Side Virtually Borderless Design and Tilt/Height Adjustable Stand - Black",,,Visit the LG Store,/stores/LG+Electronics/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,,,"June 24, 2020",,34WN750-B,,32.2 x 8.9 x 18 inches,"4K HDMI Cable 6.6 ft,Capshi High Speed 18Gbps HDMI 2.0 Cable,4K, 3D, 2160P, 1080P, Ethernet - 28AWG…",/Cable-Capshi-Speed-18Gbps-Ethernet/dp/B07FFS7RH1/ref=pd_bxgy_2/147-7774778-4791860?_encoding=UTF8&pd_rd_i=B07FFS7RH1&pd_rd_r=1a024bf0-9acf-4d8c-9111-486bfaaa43e5&pd_rd_w=xt4BS&pd_rd_wg=dt7Vp&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=593N2VRGPMDW21HEAJGG&psc=1&refRID=593N2VRGPMDW21HEAJGG,/LG-34WN750-B-Technology-Multi-Tasking-Borderless/product-reviews/B08BCR1SJS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
656,B087GS7188 ,"Acer CB282K smiiprx 28"" UHD 4K (3840 x 2160) IPS Zero Frame Home Office RADEON FreeSync Monitor, 4ms, 90% DCI-P3, Height Adjustable Stand with Tilt & Pivot (Display Port, 2 x HDMI)",,,Visit the Acer Store,/stores/Acer/page/0074ABD9-06D1-469D-B509-C3134D6FFFF2?ref_=ast_bln,,,"April 27, 2020",,CB282K smiiprx,,25.08 x 10.59 x 20 inches,,,
657,B00ECDM78E ,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac (Dual Video: HDMI and DVI/VGA/HDMI, Gigabit Ethernet, Audio, 6 USB Ports)",,,Visit the Plugable Store,/stores/Plugable+Technologies/page/B25C3DB0-7F43-48E0-AF7E-5B0094E220D2?ref_=ast_bln,,,"August 15, 2013",No,UD-3900,,6.45 x 3.22 x 4.02 inches,,,/Plugable-Universal-Docking-Station-Ethernet/product-reviews/B00ECDM78E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
658,B01F9UBSV0 ,"Samsung Electronics 24 inch SF35 Monitor (LS24F350FHNXZA) - 1080p, Dual Monitor, Laptop Monitor, Monitor Stand/Riser/Mount Compliant, AMD Freesync, Gaming, HDMI, Black",Olive Branch Enterprises,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3E5DIZS2QHAR9&isAmazonFulfilled=1,Visit the Samsung Electronics Store,/stores/Samsung+Electronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,,,"April 4, 2017",No,LS24F350FHNXZA,,21.56 x 8.13 x 16.45 inches,,,/Samsung-LS24F350FHNXZA-Screen-LED-Lit-Monitor/product-reviews/B01F9UBSV0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
659,B08HGVX6Q2 ,"USB C to Dual HDMI Adapter, USB C Docking Station Dual Monitors for Windows,USB C Adapter with Dual HDMI,3 USB Port,SD/TF, PD Port Compatible for Dell XPS 13/15, Lenovo Yoga,etc",MOKiN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOVIA3BFQYMH&isAmazonFulfilled=1,Visit the MOKiN Store,/stores/MOKiN/page/0DA7A4C2-4BEC-4FA7-9D28-EC1F72CAF6FA?ref_=ast_bln,,,"July 10, 2020",,,6.5 x 2.83 x 0.55 inches,,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/138-8656190-1318461?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=40de7bf9-13c1-42b8-b4cd-0a2d94ae3f1a&pd_rd_w=1uWG6&pd_rd_wg=zaKd2&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=WRFX127DYV8E5C3QSNGD&psc=1&refRID=WRFX127DYV8E5C3QSNGD,
660,B082DJHL7R ,Dell 27IN USB-C Monitor P2719HC,,,Visit the Dell Store,/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,,,"December 5, 2019",,,27 x 17 x 7 inches,,,,/Dell-27IN-USB-C-Monitor-P2719HC/product-reviews/B082DJHL7R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
661,B081QVGVS2 ,"Mobile Pixels Duex Pro Portable Monitor for Laptops 12.5"" Full HD IPS USB A/Type-C USB The On-The-Go Mobile Display, Plug and Play (Duex Pro with Kickstand)",Mobile Pixels Inc,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A25ZC3713F189A&isAmazonFulfilled=1,Visit the Duex Store,https://www.amazon.com/stores/TRIO+by+Mobile+Pixels+Inc/page/244CB7A6-9CFC-4339-B8BF-1943EE3CFE4A?ref_=ast_bln,,,"November 19, 2019",No,Duex Pro with Kickstand,,12.87 x 9.05 x 0.51 inches,"Anker 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 2 ft Extended Cable [Charging Not Supported…",https://www.amazon.com/Anker-Extended-MacBook-Surface-Notebook/dp/B07L32B9C2/ref=pd_bxgy_2/141-4385972-4688024?_encoding=UTF8&pd_rd_i=B07L32B9C2&pd_rd_r=426e3f38-7540-40f3-8767-2cf7d756ab29&pd_rd_w=wbjOj&pd_rd_wg=wa44U&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=KC3K389Y9VTRPDJFMVZW&psc=1&refRID=KC3K389Y9VTRPDJFMVZW,https://www.amazon.com/Duex-Portable-Monitor-Dual-Screen-Kickstand/product-reviews/B081QVGVS2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
662,B08MPDX2G5 ,Comix Monitor Stand Riser with 2-Layer Organizer Drawer – Metal Screen Displayer Stand with Double Drawers for Home and Office Desktop Management (Dark Brown B2525),Comix Group,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28ZKYI2GX8H30&isAmazonFulfilled=1,Visit the Comix Store,/stores/Comix/page/74AED4FF-06F7-4CA9-9029-24AA4C6F45FA?ref_=ast_bln,,,"November 4, 2020",,,16.42 x 12.64 x 5.71 inches,,,,
663,B07Z7ZM8CJ ,"MOUNTUP Dual Monitor Stand - Adjustable Gas Spring Dual Monitor Mount, Monitor Desk Mount with C Clamp, Grommet Mounting Base, Monitor Arm for Computer Screen up to 32 Inch, MU0005",MOUNTUP,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3O3GHLAAB8VWC&isAmazonFulfilled=1,Visit the MOUNTUP Store,/stores/MOUNTUP/page/15E8E5C0-71A7-44EF-9701-F3BE86321CF1?ref_=ast_bln,,,"October 17, 2019",,MU0005,16.02 x 12.2 x 7.05 inches,,"MOUNTUP Single Monitor Desk Mount - Adjustable Gas Spring Monitor Arm, VESA Mount with C Clamp…",https://www.amazon.com/MOUNTUP-Single-Monitor-Desk-Mount/dp/B07Z7ZGHD5/ref=pd_bxgy_2/139-3794201-3218433?_encoding=UTF8&pd_rd_i=B07Z7ZGHD5&pd_rd_r=8aa63f02-95f8-4e03-bd65-660099d4b86a&pd_rd_w=6TN0v&pd_rd_wg=WPAn5&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=1BQ6X6N9S40MQ0WZNR7N&psc=1&refRID=1BQ6X6N9S40MQ0WZNR7N,
664,B08TB3DCJG ,LG 35WN65C-B 35'' Curved UltraWide QHD HDR Monitor with FreeSync (Renewed),G-Overstock,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AD0BANCB0IN2U&isAmazonFulfilled=1,Visit the Amazon Renewed Store,/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,,,"January 18, 2021",,,,14.67 x 32.74 x 3.7 inches,,,
665,B08CMR217G ,"Homerays Bamboo Monitor Stand, No Assembly Required Exquisite Monitor Stand with Drawer, Ergonomic Height Bamboo Wood Monitor Stand, for Computer Monitor Riser",homerays,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ASE4UJ2ERJXDC&isAmazonFulfilled=1,Brand: Homerays,/Homerays/b/ref=bl_dp_s_web_21578233011?ie=UTF8&node=21578233011&field-lbr_brands_browse-bin=Homerays,,,"December 23, 2020",,,,24.02 x 7.87 x 5.91 inches,Bamboo Wood Desk Organizer with File Organizer for Office Supplies Storage & Desk Accessories…,https://www.amazon.com/Organizer-Supplies-Accessories-Organization-MissionMax/dp/B088ZHC5NZ/ref=pd_bxgy_2/146-4677290-1607654?_encoding=UTF8&pd_rd_i=B088ZHC5NZ&pd_rd_r=8bbb8265-948c-428c-aab7-98facc65e524&pd_rd_w=ALFyz&pd_rd_wg=DZIBo&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=NFTQFX5C2S4AX3RDKGMG&psc=1&refRID=NFTQFX5C2S4AX3RDKGMG,
666,B01EHQL3LW ,NB North Bayou Dual Monitor Desk Mount Stand Full Motion Swivel Computer Monitor Arm for Two Screens 17-27 Inch with 4.4~19.8lbs Load Capacity for Each Display F160,NB North Bayou,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2V6O7OTRZHL3U&isAmazonFulfilled=1,Visit the NB North Bayou Store,https://www.amazon.com/stores/NB+North+Bayou/page/1CF1CAF7-01E1-4BA7-AAC4-2273FEB4B879?ref_=ast_bln,,,"April 22, 2016",No,1001070680,,26.3 x 5.71 x 6.77 inches,NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30…,https://www.amazon.com/North-Bayou-Monitor-Computer-14-3lbs/dp/B01AI2YGK4/ref=pd_bxgy_2/136-4338375-3393028?_encoding=UTF8&pd_rd_i=B01AI2YGK4&pd_rd_r=cdd5d13d-06b8-4e36-91d3-34167e6ac7ca&pd_rd_w=UY20N&pd_rd_wg=zG2a7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BSBTXGS6Z0FYT3J0XKKV&psc=1&refRID=BSBTXGS6Z0FYT3J0XKKV,https://www.amazon.com/North-Bayou-Monitor-Computer-Screens/product-reviews/B01EHQL3LW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
667,B00N2L5CXO ,"Dell S-Series 27-Inch Screen LED-Lit Gaming Monitor (S2719DGF); QHD (2560 x 1440) up to 155 Hz; 16:9; 1ms Response time; HDMI 2.0; DP 1.2; USB; FreeSync; LED; Height Adjust, Tilt, Swivel & Pivot",Hotwired,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A6YMPVN3GSBV7&isAmazonFulfilled=1,Visit the Dell Store,https://www.amazon.com/stores/Dell/page/9B75DD0E-9F42-4B9B-ACAA-F329B23ADE7D?ref_=ast_bln,1 Lithium ion batteries required.,,"August 27, 2014",No,S2719DGF,,24 x 7.2 x 15.5 inches,"DisplayPort Cable, iVANKY DP Cable 6.6ft/2M, [4K@60Hz, 2K@144Hz, 2K@165Hz], Nylon Braided High Speed…",https://www.amazon.com/ivanky-DisplayPort-Braided-Display-Compatible/dp/B078HVDMW2/ref=pd_bxgy_2/146-5767052-1439038?_encoding=UTF8&pd_rd_i=B078HVDMW2&pd_rd_r=c04f56cc-8ce7-48bd-bdc9-49f9b64432cc&pd_rd_w=YbITt&pd_rd_wg=DNSJ9&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=DK6GVK6G72E2JA3EZKDA&psc=1&refRID=DK6GVK6G72E2JA3EZKDA,https://www.amazon.com/Dell-27-Inch-LED-Lit-Monitor-S2719DGF/product-reviews/B00N2L5CXO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
