,ASIN,seller,seller_link,ratings,best_sellers_rank,link_to_all_reviews
1168,B089KS9F1T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#37 in Computer Headsets,
1169,B0748LSFLW,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,#13 in Headphone Earpads,https://www.amazon.com/Replacement-QuietComfort-SoundLink-SoundTrue-Around-Ear/product-reviews/B0748LSFLW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1170,B0819C8CS9,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,#231 in Earbud & In-Ear Headphones,https://www.amazon.com/Wireless-Bluetooth-Waterproof-Headphones-Microphone/product-reviews/B0819C8CS9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1171,B08JPF6TRY,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,"#1,491 in On-Ear Headphones",
1172,B00Q2VIW9M,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#276 in On-Ear Headphones,https://www.amazon.com/Bluedio-Bluetooth-Headphones-Wireless-headphones/product-reviews/B00Q2VIW9M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1173,B08DMQ7TP7,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.7 out of 5 stars,,
1174,B08SM1WVKS,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.9 out of 5 stars,"#6,788 in Video Games ( See Top 100 in Video Games ) #157 in PlayStation 5 Accessories #201 in PlayStation 4 Headsets #288 in PC Game Headsets",
1175,B08TLV8GM5,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#3,235 in Over-Ear Headphones",https://www.amazon.com/Urbanista-Bluetooth-Headphones-Cancelling-Microphone/product-reviews/B08TLV8GM5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1176,B083LC9WMB,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,#22 in Headphone Adapters,https://www.amazon.com/USB-3-5mm-Headphone-Adapter-Compatible/product-reviews/B083LC9WMB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1177,B08B8XVBM6,,,4.1 out of 5 stars,#299 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1178,B08DJ34QQ2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#50 in Over-Ear Headphones,
1179,B079GV1M9Z,,,4.5 out of 5 stars,#875 in Over-Ear Headphones,/Sony-WH-CH700N-Canceling-Headphones-WHCH700N/product-reviews/B079GV1M9Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1180,B083V2K28L,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,#89 in Headphone Adapters,
1181,B081WSDLK2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,#556 in Headphone Adapters,
1182,B001B1QENY,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,,https://www.amazon.com/beyerdynamic-880-Over-Ear-Studio-Headphone/product-reviews/B001B1QENY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1183,B07L1RQDJM,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#161 in Earbud & In-Ear Headphones,https://www.amazon.com/earphone-Stereo-Earbud-Headphones-Colors/product-reviews/B07L1RQDJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1184,B07PB93C96,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,#272 in Headphone Adapters,
1185,B08S7DKFND,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,5.0 out of 5 stars,#81 in Headphone Stands & Hangers,
1186,B081CNXN6N,,,4.3 out of 5 stars,#33 in Computer Headsets,
1187,B08P6NWLKH,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,"#1,286 in On-Ear Headphones",
1188,B07H1RPYFN,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.6 out of 5 stars,"#1,080 in Earbud & In-Ear Headphones",
1189,B08FF27GNR,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,"#1,266 in Earbud & In-Ear Headphones",
1190,B0037OS7GU,,,4.6 out of 5 stars,"#2,488 in Over-Ear Headphones",/Garrett-Metal-Detectors-Easy-Headphones/product-reviews/B0037OS7GU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1191,B08L9G8BHD,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,#726 in On-Ear Headphones,
1192,B08ML44WHV,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#858 in Earbud & In-Ear Headphones,
1193,B08PKJKJF2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,#945 in On-Ear Headphones,
1194,B0822BLRP3,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,#24 in Computer Headsets,https://www.amazon.com/Mpow-Single-Sided-Microphone-Headphone-Comfort-fit/product-reviews/B0822BLRP3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1195,B07VS35CX5,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,#451 in On-Ear Headphones,https://www.amazon.com/Bluetooth-Headphones-Foldable-Compatible-Smartphones/product-reviews/B07VS35CX5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1196,B07VTDDHWV,,,4.5 out of 5 stars,#115 in Video Games ( See Top 100 in Video Games ) #22 in Nintendo Switch Accessories,/500-162-NA-BLRD-Nintendo-Switch-Headset-Gaming-Console/product-reviews/B07VTDDHWV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1197,,,,,"#1,185 in On-Ear Headphones",
1198,B089KS9F1T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#37 in Computer Headsets,
1199,B08P74L5CK,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,#523 in Headphone Adapters,
1200,B07YZBGPMZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#2,199 in Earbud & In-Ear Headphones",https://www.amazon.com/PALOVUE-Lightning-Headphones-Controller-Compatible/product-reviews/B07YZBGPMZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1201,B00BZNZKV0,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,"#36 in Car Headphones #2,761 in Car Audio & Video Accessories",
1202,B08SJWB5QW,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.9 out of 5 stars,#929 in On-Ear Headphones,
1203,B07T89HB7R,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,#676 in Earbud & In-Ear Headphones,https://www.amazon.com/VPB-Headphones-Microphone-Isolating-Smartphones/product-reviews/B07T89HB7R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1204,B084V59F1Y,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,"#1,368 in Earbud & In-Ear Headphones",
1205,B07HBZGW3Z,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#2,342 in Over-Ear Headphones",
1206,B08N4TMS9C,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#390 in Headphone Stands & Hangers,
1207,B08B8XVBM6,,,4.1 out of 5 stars,#299 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1208,B08DJ34QQ2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#50 in Over-Ear Headphones,
1209,B07T25NRLZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#267 in On-Ear Headphones,https://www.amazon.com/Status-Audio-Wireless-Ear-Headphones/product-reviews/B07T25NRLZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1210,B084X7Y51M,,,4.4 out of 5 stars,"#4,205 in Earbud & In-Ear Headphones",/Sennheiser-Consumer-Audio-CX-80S/product-reviews/B084X7Y51M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1211,B07B4YSCFZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,#320 in On-Ear Headphones #562 in Over-Ear Headphones,
1212,B08B3S4JDR,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#141 in Headphone Adapters,https://www.amazon.com/ESR-Upgraded-Headphone-Earphones-Compatible/product-reviews/B08B3S4JDR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1213,B07L1RQDJM,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#161 in Earbud & In-Ear Headphones,https://www.amazon.com/earphone-Stereo-Earbud-Headphones-Colors/product-reviews/B07L1RQDJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1214,B00001P4ZH,,,4.7 out of 5 stars,#94 in On-Ear Headphones,/Koss-Porta-Headphones-Black-Silver/product-reviews/B00001P4ZH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1215,B07QDXQFYR,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#565 in Headphone Stands & Hangers,https://www.amazon.com/Navaris-Omega-Headphone-Stand-Headphones/product-reviews/B07QDXQFYR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1216,B07TVR8MWS,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,#400 in Over-Ear Headphones,https://www.amazon.com/Bluetooth-Headband-Headphones-Christmas-Everything/product-reviews/B07TVR8MWS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1217,B08L8HSHML,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.3 out of 5 stars,#813 in On-Ear Headphones,
1218,B07ZBJPYRK,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#60 in Over-Ear Headphones,https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphone/product-reviews/B07ZBJPYRK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1219,B08L77ZC1K,,,4.0 out of 5 stars,"#2,657 in Earbud & In-Ear Headphones",
1220,B08Y72JWB4,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.7 out of 5 stars,#487 in Earbud & In-Ear Headphones,
1221,B07YQFVCXB,,,4.1 out of 5 stars,"#3,660 in Earbud & In-Ear Headphones",/Philips-ActionFit-Wireless-Headphones-Playtime/product-reviews/B07YQFVCXB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1222,B07ZL6LK9H,,,4.2 out of 5 stars,"#1,005 in Over-Ear Headphones",/AKG-Pro-Audio-Closed-Back-Headphones/product-reviews/B07ZL6LK9H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1223,B07MCCJ6VY,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,#38 in On-Ear Headphones,https://www.amazon.com/Headphones-Lightweight-Portable-Fold-Flat-Microphone-Black/product-reviews/B07MCCJ6VY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1224,B00OA4THD8,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.7 out of 5 stars,"#1,858 in Over-Ear Headphones",
1225,B08Y95G1CZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,,,https://www.amazon.com/Neasy-Converter-Connector-Headphone-Headphones/product-reviews/B08Y95G1CZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1226,B08KW4XX9Y,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.7 out of 5 stars,#74 in Headphone Adapters,https://www.amazon.com/Certified-Lightning-Headphone-Earphone-Compatible/product-reviews/B08KW4XX9Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1227,B07FZQJ8PY,,,4.5 out of 5 stars,#618 in Video Games ( See Top 100 in Video Games ) #14 in PlayStation Accessories #40 in PC Game Headsets,/SteelSeries-Arctis-Illuminated-Headset-Headphone/product-reviews/B07FZQJ8PY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1228,B07VDQHRGF,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#533 in Earbud & In-Ear Headphones,https://www.amazon.com/Headphones-Microphone-Earphone-Isolating-Interface/product-reviews/B07VDQHRGF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1229,B08HHGKXZF,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#172 in Headphone Stands & Hangers,
1230,B085W944PN,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,#288 in Earbud & In-Ear Headphones,https://www.amazon.com/SIKAMARU-Headphone-Earphones-Microphon-Headphones/product-reviews/B085W944PN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1231,B08L8R4VVL,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#254 in Earbud & In-Ear Headphones,
1232,B08MW5WF34,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,"#6,202 in Video Games ( See Top 100 in Video Games ) #160 in Xbox One Headsets",https://www.amazon.com/Stereo-Headset-Cancelling-Headphones-Lightweight/product-reviews/B08MW5WF34/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1233,B08P5C4F9G,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#1,078 in Earbud & In-Ear Headphones",
1234,B0814B53GD,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,#446 in Computer Headsets,https://www.amazon.com/Cancelling-Microphone-Recognition-Dictation-Headphone/product-reviews/B0814B53GD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1235,B083M7HJTR,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#543 in Earbud & In-Ear Headphones,https://www.amazon.com/Bluetooth-Headphones-Waterproof-Earphones-Cancelling/product-reviews/B083M7HJTR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1236,B08LBMBRG5,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,5.0 out of 5 stars,"#1,116 in Earbud & In-Ear Headphones",
1237,B08B8XVBM6,,,4.1 out of 5 stars,#299 in Over-Ear Headphones,/Jabra-Evolve2-Wireless-Headphones-Link380a/product-reviews/B08B8XVBM6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1238,B0896SN9DX,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,"#1,997 in Earbud & In-Ear Headphones",
1239,B085NPCQLT,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#44 in Earbud & In-Ear Headphones,
1240,B08R6CGJRX,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,5.0 out of 5 stars,"#3,117 in Over-Ear Headphones",
1241,B08L9DQQJ1,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.5 out of 5 stars,"#3,803 in Over-Ear Headphones",
1242,B08XYRRJTZ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,#122 in Headphone Adapters,
1243,B07L1RQDJM,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#161 in Earbud & In-Ear Headphones,https://www.amazon.com/earphone-Stereo-Earbud-Headphones-Colors/product-reviews/B07L1RQDJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1244,B08X4V83YL,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,"#3,819 in Earbud & In-Ear Headphones",
1245,B08V53NBTH,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#596 in Headphone Adapters,
1246,B08SK2TQ3T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.4 out of 5 stars,#50 in Headphone Adapters,
1247,B08PVSP1ZT,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.6 out of 5 stars,#348 in Over-Ear Headphones,
1248,B08K2YNNF2,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.0 out of 5 stars,#101 in Computer Headsets,
1249,B074JLB1XP,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#9 in Computer Headsets,https://www.amazon.com/Cyber-Acoustics-Headphones-Cancelling-Microphone/product-reviews/B074JLB1XP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1250,B00B1N06PO,,,4.4 out of 5 stars,#68 in Over-Ear Headphones,/Tascam-TH-02-Closed-Studio-Headphones/product-reviews/B00B1N06PO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1251,B07PQ334GJ,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#41 in Headphone Stands & Hangers,https://www.amazon.com/Yocice-Headphone-Aluminum-Adhesive-Headphones/product-reviews/B07PQ334GJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1252,B08VF2PQ2L,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,3.8 out of 5 stars,#549 in Headphone Adapters,
1253,B089KS9F1T,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#37 in Computer Headsets,
1254,B081SKQQ2F,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.2 out of 5 stars,#225 in Headphone Adapters,
1255,B08SWGDDYB,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.1 out of 5 stars,#513 in On-Ear Headphones,
1256,B004RE3YNA,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.3 out of 5 stars,#507 in Earbud & In-Ear Headphones,https://www.amazon.com/Sony-MDRE9LP-BLK-Ear-Buds/product-reviews/B004RE3YNA/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
1257,B08MF79DXG,cosmonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AP4XNPLE1XK1&isAmazonFulfilled=1,4.8 out of 5 stars,#935 in Headphone Adapters,
