,ASIN,product_name,item_model_nr,package_dimensions,product_dimensions,best_sellers_rank,ratings,rating_details,batteries,date_first_available,discontinued_by_mfg,seller,seller_link,freq_bought,link_to_all_reviews
2687,B08MWCY3G7,"Voice Control Bluetooth Beanie Hats, Smart Music Hat with Headphones, Tech Gifts for Teens Boys, Girls, Men, Women, Beanie Headphones Hat, Tech Gifts for Christmas, Birthday, Stocking Stuffers",,9.61 x 9.41 x 0.94 inches,,,,"[{'info': '4.5 out of 5 stars', 'value': '83 ratings'}]",1 Lithium Polymer batteries required. (included),"November 6, 2020",,JLELEUS,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1JVWHUL8BHQ55&isAmazonFulfilled=1,"[{'info': 'GoldWorld Bluetooth Beanie Hat w/Run Armband,Gifts for Women Men Him Stocking Stuffers', 'value': '/GoldWorld-Bluetooth-Stocking-Stuffers-Girlfriend/dp/B08C2KKXNP/ref=pd_bxgy_2/133-0169933-4253865?_encoding=UTF8&pd_rd_i=B08C2KKXNP&pd_rd_r=a62fa93d-8374-4d81-bbc4-9bad14821788&pd_rd_w=SS7dL&pd_rd_wg=bG6VX&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=N10W3BM6SCVJADK4TNTA&psc=1&refRID=N10W3BM6SCVJADK4TNTA'}]",
2688,B08MWDKWM8,"3 Pack for iPhone Headphones Adapter,Apple MFi Certified Lightning to 3.5 mm Jack Dongle Aux Audio Cord Adapter Accessories for iPhone 11/Xs/Xr/Xs Max/X /8/7 Support Music Control & All iOS",,7.64 x 4.21 x 0.31 inches,,,,"[{'info': '4.3 out of 5 stars', 'value': '17 ratings'}]",,"November 10, 2020",,ZHENGANG,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AC25GJ0XMGGHP&isAmazonFulfilled=1,"[{'info': 'Canshuo Floodlight Camera, 1080P HD Wireless Security Camera Outdoor with Motion-Activated Detection…', 'value': '/Canshuo-Floodlight-Motion-Activated-Detection-Waterproof/dp/B08HRGLGS8/ref=pd_bxgy_2/131-8246240-2735150?_encoding=UTF8&pd_rd_i=B08HRGLGS8&pd_rd_r=d83330f8-b8f4-4eb6-ae37-d381880b3846&pd_rd_w=tI5yW&pd_rd_wg=PCfFS&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=3M3DKHKJ8EMR7PRQ4CK3&psc=1&refRID=3M3DKHKJ8EMR7PRQ4CK3'}]",
2689,B08MWPLBPS,Final Audio True Wireless Earbuds Bluetooth Headphones with Charging Case. Earphones with Built-in Mic and Hands Free Touch Controls for iPhone & Android. Evangelion (Purple),,6.89 x 5.98 x 1.73 inches,,"#7,148 in Earbud & In-Ear Headphones",4.6,"[{'info': '4.6 out of 5 stars', 'value': '6 ratings'}]",1 Lithium ion batteries required. (included),"November 6, 2020",,Brand: Final,/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Final,"[{'info': 'iFi Hip-dac Portable DAC Headphone Amp Balanced for Android/iPhone', 'value': '/iFi-Hip-dac-Portable-Headphone-Balanced/dp/B0842W67F1/ref=pd_day0fbt_2/133-5421161-1365165?_encoding=UTF8&pd_rd_i=B0842W67F1&pd_rd_r=1b4a1c28-8c21-45ca-8428-2f949d02f97f&pd_rd_w=8cZd2&pd_rd_wg=LqsSW&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=QYC2Y746F531BK1YERGP&psc=1&refRID=QYC2Y746F531BK1YERGP'}]",
2690,B08MXHKBNW,"USB Type C Headphones with Noise Cancelling Microphone Headset USB C Headphone Adapter for PC, Tablets, Compatible with Samsung S20, Note 10/10+, iPad Pro 2020 2018, Ipad,Huawei, Google Pixel",EMK809DUSBC,,7.48 x 5.91 x 1.57 ,,,"[{'info': '3.3 out of 5 stars', 'value': '6 ratings'}]",,"November 5, 2020",No,Jiapinda,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A30MDS0TG6L0TE&isAmazonFulfilled=1,"[{'info': 'USB Type C Earphones Stereo in Ear Earbuds Headphones with Microphone Bass Earbud with Mic and…', 'value': '/Earphones-Earbuds-Headphones-Microphone-Compatible/dp/B07V6FXJ3Q/ref=pd_day0fbt_2/147-3770218-0490054?_encoding=UTF8&pd_rd_i=B07V6FXJ3Q&pd_rd_r=e44c8aa8-915a-4340-ae7e-2e751ea8940e&pd_rd_w=6IZcz&pd_rd_wg=CwmuB&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=5N5JJH9XZ20X83SCREKE&psc=1&refRID=5N5JJH9XZ20X83SCREKE'}]",
2691,B08MYS2XZR,"[Apple MFi Certified] iPhone Adapter & Splitter, Dual Lightning Headphone Jack Adapter 2 in 1 Charge + Aux Audio Dongle Compatible with iPhone 12/11/XS/XR/X/8/7 Support Call + Charge + Music Control",,6.42 x 4.21 x 0.39 inches,,,,"[{'info': '3.5 out of 5 stars', 'value': '9 ratings'}]",,"November 22, 2020",,MFSHOPING,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AD1EA8759C6JP&isAmazonFulfilled=1,"[{'info': 'INVOKER Camping Sleeping pad – 3inch UltraThick Elasticity Foam Fast Self-Inflating Insulated…', 'value': '/INVOKER-Camping-Sleeping-pad-Self-Inflating/dp/B08BC7N985/ref=pd_bxgy_2/145-9542728-8999625?_encoding=UTF8&pd_rd_i=B08BC7N985&pd_rd_r=85388480-4ae0-4d4c-a60e-265812ff03ee&pd_rd_w=mfRV5&pd_rd_wg=zYH5F&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=MWY24JEHTADHKDMGR9N2&psc=1&refRID=MWY24JEHTADHKDMGR9N2'}]",
2692,B08MYT9HGJ,"3 Pack Lightning to 3.5 mm Headphone Jack Adapter,[Apple MFi Certified] iPhone Headphone Adapter Lightning to Audio Jack Aux Converter Compatible with iPhone 12/11/SE/XS/XR/X 8 7/iPad/iPod",,6.57 x 4.25 x 0.35 inches,,,,"[{'info': '3.8 out of 5 stars', 'value': '30 ratings'}]",,"November 22, 2020",,HWCX,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ALT02LQE0EMIM&isAmazonFulfilled=1,"[{'info': 'Douper Random Angle Lid Stays Tension Adjustable Lid Support Hinge Toy Box Hinge Maximum Weight…', 'value': '/Douper-Support-Cabinets-Cupboard-Wardrobe/dp/B01N1M0KAL/ref=pd_bxgy_2/135-9251739-4247951?_encoding=UTF8&pd_rd_i=B01N1M0KAL&pd_rd_r=2123c3e8-c4e3-4bc2-b71c-b14b2f8e0447&pd_rd_w=caRh1&pd_rd_wg=5vilk&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HVSBTZ12BMK4X11WFB43&psc=1&refRID=HVSBTZ12BMK4X11WFB43'}]",
2693,B08MZD4P6Z,"AUKEY RGB Headphone Stand, Durable Gaming Headset Stand with 3 USB Ports, 8 Lighting Effects, Anti-Slip Rubber Pad and Stable Structure, Designed for Gaming Headphones",,11.81 x 7.64 x 4.21 inches,,,,"[{'info': '4.0 out of 5 stars', 'value': '39 ratings'}]",,"November 9, 2020",,AUKEY  Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A142BGUZC6UH73&isAmazonFulfilled=1,"[{'info': 'AUKEY Mechanical Gaming Keyboard with Customizable RGB Backlight, Tactile & Clicky Blue Switches…', 'value': '/AUKEY-Mechanical-Customizable-Backlight-Anti-Ghosting/dp/B07XGK1JHF/ref=pd_bxgy_2/133-3540554-5161635?_encoding=UTF8&pd_rd_i=B07XGK1JHF&pd_rd_r=55f72ee1-5e4b-44dd-ab12-b21a0349ecad&pd_rd_w=N13op&pd_rd_wg=zyGk8&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=A92C4NFSR1ART3C1KRAQ&psc=1&refRID=A92C4NFSR1ART3C1KRAQ'}]",
2694,B08MZQ5T3J,"Kids Headphones, Purple POM POM Bear Ear 2020 Upgraded w/Adjustable Headband, Over On Ear Headset w/Mic for Girls/Teens/School/Kindle/Tablet/PC (Wired)",,7.83 x 7.68 x 2.91 inches,,,,"[{'info': '4.6 out of 5 stars', 'value': '83 ratings'}]",,"November 9, 2020",,GanYue,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2GYALL4JW7VCX&isAmazonFulfilled=1,"[{'info': 'Unicorn Kids Headphones for Girls Children Teens, Wired Headphones w/Microphone 3.5mm Jack, Over On…', 'value': '/Headphones-Children-Adjustable-Headband-Tangle-Free/dp/B0816QQCPD/ref=pd_bxgy_2/131-5637190-0344013?_encoding=UTF8&pd_rd_i=B0816QQCPD&pd_rd_r=4c5bec6f-0524-432d-9fbe-4af7d7b765dc&pd_rd_w=7WEZ9&pd_rd_wg=IhIGz&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8T2C25QC4R5NJY4WVDNV&psc=1&refRID=8T2C25QC4R5NJY4WVDNV'}]",
2695,B08MZSL1CJ,"Wireless Earbuds, GPED Bluetooth 5.0 Earbuds Noise Canceling Wireless Headphones 30H Cycle Playtime Hi-Fi APT-X CVC8.0 Sweatproof Earphones with mic, in-Ear Headset for iPhone Android (White)",,4.53 x 3.23 x 1.3 inches,,,,"[{'info': '3.5 out of 5 stars', 'value': '64 ratings'}]",,"January 6, 2021",,CH-electonic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A33ZEMIFFMF9OL&isAmazonFulfilled=1,"[{'info': 'Lasuney IPX7 Waterproof Bluetooth Earbuds, True Wireless Earbuds, 35H Cyclic Playtime Headphones…', 'value': '/Waterproof-Bluetooth-Wireless-Headphones-Earphones/dp/B08QTLS3R5/ref=pd_bxgy_2/145-0973725-0232265?_encoding=UTF8&pd_rd_i=B08QTLS3R5&pd_rd_r=5742eb92-0d8e-443c-8d64-9dc45ba3a4ee&pd_rd_w=QuJY3&pd_rd_wg=0FAtm&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4M4T9M1D25ZZHBV5M2TF&psc=1&refRID=4M4T9M1D25ZZHBV5M2TF'}]",
2696,B08MZXX964,"Wireless Earbuds, Mpow M12 Bluetooth Earbuds, Wireless Charging & USB-C Charging Case Bluetooth Headphones Wireless Earphones w/Mic, Bass Sound/IPX8 Waterproof/Touch Control/25 Hrs/Dual Modes, Pink",Mpow,4.37 x 3.94 x 1.61 inches,,,,"[{'info': '4.4 out of 5 stars', 'value': '12,175 ratings'}]",,"November 12, 2020",,MpowTech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3C7TPQOPQE22B&isAmazonFulfilled=1,"[{'info': 'Wireless Earbuds, Mpow MDots Bluetooth Headphones w/Punchy Bass Sound, Precise Control Wireless…', 'value': '/Mpow-Bluetooth-Headphones-Earphones-Waterproof/dp/B08KWJ9YND/ref=pd_bxgy_2/140-0463267-9971818?_encoding=UTF8&pd_rd_i=B08KWJ9YND&pd_rd_r=d72ac6e0-e9c0-44b7-99e1-16e9a08ac18a&pd_rd_w=upHd2&pd_rd_wg=NgFtD&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=R0YWJ0YG7R5S0S0YSQTS&psc=1&refRID=R0YWJ0YG7R5S0S0YSQTS'}]",https://www.amazon.com/Mpow-Bluetooth-Headphones-Earphones-Waterproof/product-reviews/B08MZXX964/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2697,B08N147618,"V7 Bluetooth Earbuds, Stereo Waterproof Business Sports in-Ear Headphones Built-in High-Resolution Decoder for Better Performance and More Efficient Transmission,Purple",,4.17 x 3.86 x 1.46 inches,,,,"[{'info': '5.0 out of 5 stars', 'value': '2 ratings'}]",,,,wangyueyaxin,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3KF6ML2OYV9DN&isAmazonFulfilled=1,"[{'info': 'iFi Zen DAC - HiFi Desktop Digital Analog Converter with USB3.0 B Input/Outputs: 6.3mm Unbalanced…', 'value': '/iFi-Zen-DAC-Converter-Unbalanced/dp/B07YZK5MDS/ref=pd_day0fbt_2/146-7842060-7099122?_encoding=UTF8&pd_rd_i=B07YZK5MDS&pd_rd_r=dbbc2fae-0420-4171-9ecc-51f0be81bfd8&pd_rd_w=jP891&pd_rd_wg=AIsLw&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=DZNKWN2GGFHH844SK7Z7&psc=1&refRID=DZNKWN2GGFHH844SK7Z7'}]",
2698,B08N15DNH4,"EKEN Bone Conduction Headphones Bluetooth - Wireless Open-Ear Headset with Microphones, Titanium Lightweight Sweat-Proof for Running Driving Cycling Meeting",EKEN03,7.8 x 7.09 x 2.28 inches,,,,"[{'info': '4.3 out of 5 stars', 'value': '107 ratings'}]",,"November 9, 2020",,Athlesiure Lifestyle,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A346C236XRZISH&isAmazonFulfilled=1,"[{'info': 'EKEN Bone Conduction Headphones - Bluetooth 5.0v with Microphone, Titanium Lightweight Wireless Open…', 'value': '/EKEN-Bone-Conduction-Headphones-Lightweight/dp/B0811S89T9/ref=pd_bxgy_2/135-2845551-1336233?_encoding=UTF8&pd_rd_i=B0811S89T9&pd_rd_r=02eb0b7b-eef0-433f-aabe-cc4d0bbac619&pd_rd_w=EbS2G&pd_rd_wg=MIfAu&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PEPX9T74X86X1GQMYE4E&psc=1&refRID=PEPX9T74X86X1GQMYE4E'}]",
2699,B08N16V4K1,"Sleep Headphones Bluetooth Sleep Mask, Tufusiur 3D Bluetooth 5.0 Wireless Music Headband Eye Mask for Sleeping Headphones for Side Sleepers, Gadgets Gifts for Women Men for Travel, Yoga, Meditation",sleep mask,,7 x 3.5 x 1.9 ,,,"[{'info': '4.7 out of 5 stars', 'value': '19 ratings'}]",1 Lithium ion batteries required. (included),"March 8, 2021",,Tufusiur,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3I47DMAAJ4OGF&isAmazonFulfilled=1,"[{'info': 'Letsfit Smart Watch for Android Phones Compatible with iPhone Samsung, Fitness Tracker with Blood…', 'value': '/Letsfit-Android-Compatible-Saturation-Waterproof/dp/B08R9P1D3H/ref=pd_bxgy_2/138-9189304-9805156?_encoding=UTF8&pd_rd_i=B08R9P1D3H&pd_rd_r=fde1e7c6-868e-4116-afa6-601ab6fbe9c8&pd_rd_w=sSmY5&pd_rd_wg=22LbW&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=4KBNHJW2ZFGS9AJMDZAQ&psc=1&refRID=4KBNHJW2ZFGS9AJMDZAQ'}]",
2700,B08N1FCKZJ,JCKDJ8With Remote Control with Microphone Stereo Bass Wired in Ear Headphones Earbuds Apply to Laptop Android MP3 Player Smart Phone with All 3.5mm Jacks (4 Pack) (Black+White+Pink+Green 4pairs),,6.34 x 3.15 x 0.71 inches,,,,"[{'info': '4.4 out of 5 stars', 'value': '53 ratings'}]",,"November 10, 2020",,weijia,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3S2W8QMLFDK7G&isAmazonFulfilled=1,"[{'info': 'Earbuds Headphones 5 in One Pack, Wired Earbud with Heavy Bass Stereo Noise Blocking, Microphone…', 'value': '/Headphones-Microphone-Compatible-Computers-Interface/dp/B08MC6PLT4/ref=pd_bxgy_2/138-6976857-8513824?_encoding=UTF8&pd_rd_i=B08MC6PLT4&pd_rd_r=540ee86e-58c9-49d7-aa1f-5449958b9a1e&pd_rd_w=OVgQk&pd_rd_wg=K7TEi&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Z6MCE6F5HPC2MYA10QX4&psc=1&refRID=Z6MCE6F5HPC2MYA10QX4'}]",
2701,B08N49PZMC,"PeohZarr Headphone Stand Gaming Headset Holder with Aux & 2 USB Inputs, Built-in Sound Card & RGB Lighting, 3-Point Rubberized Base, Headset Stand for PC, Xbox One, PS4, Switch Gaming Headset, Desk",TH644U,11.18 x 4.41 x 2.24 inches; 15.84 Ounces,,,,"[{'info': '4.6 out of 5 stars', 'value': '640 ratings'}]",,"July 1, 2020",No,Orangis US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BGD5LWLGHGY2&isAmazonFulfilled=1,"[{'info': 'Cable Management Sleeve, JOTO Cord Management System for TV/Computer/Home Entertainment, 19-20 inch…', 'value': '/Management-Sleeve-JOTO-Computer-Entertainment/dp/B015HWXG4M/ref=pd_bxgy_2/139-2668260-0510519?_encoding=UTF8&pd_rd_i=B015HWXG4M&pd_rd_r=a9c50b2b-2a97-4bd5-82a2-3cf9381de2bc&pd_rd_w=kJTxU&pd_rd_wg=poSDm&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=6XFVYK0E73X2YK5BPJHV&psc=1&refRID=6XFVYK0E73X2YK5BPJHV'}]",
2702,B08N4DNBVF,"iPhone Headphone Adapter[Apple MFi Certified] for iPhone 11/7/7Plus/8/8Plus/X/XR/SE Adapter Headphone Jack, Lightning Dongle to 3.5 mm AUX Audio Stereo Headphone Adapter Jack Compatible with All iOS",,6.97 x 3.82 x 0.28 inches,,,,"[{'info': '3.9 out of 5 stars', 'value': '23 ratings'}]",,"November 10, 2020",,Tech Sense Lab,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BK1RQDM90NW5&isAmazonFulfilled=1,"[{'info': 'Apple Lightning to HDMI Digital AV Adapter,[Apple MFi Certified] 1080P HDMI Sync Screen Digital…', 'value': '/Lightning-Certified-Converter-Charging-Projector/dp/B0881N2VCV/ref=pd_bxgy_2/142-3443873-5611637?_encoding=UTF8&pd_rd_i=B0881N2VCV&pd_rd_r=facf25a4-a591-4a4f-9b4f-f0d9de50e9d7&pd_rd_w=09AdH&pd_rd_wg=JonH1&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=CV2X0G7KABPF1W4B80CM&psc=1&refRID=CV2X0G7KABPF1W4B80CM'}]",
2703,B08N4HLXPQ,[Apple MFi Certified] 2 Pack Headphone Jack Adapter for iPhone 2 in 1 Lightning to Charger Port and 3.5mm Headphone Aux Audio Dongle Splitter Compatible with iPhone 12 11 X Xr Xs 8 8Plus 7 7 Plus,,6.42 x 4.25 x 0.28 inches,,,,"[{'info': '3.7 out of 5 stars', 'value': '96 ratings'}]",,"December 1, 2020",,DINGSHUAIJIE,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GQDGM6J5T5ND&isAmazonFulfilled=1,"[{'info': 'iPhone Car Aux Cable,[Apple MFi Certified] Lightning to 3.5mm AUX Audio Nylon Braided Cable Stereo…', 'value': '/iPhone-Certified-Lightning-Braided-Support/dp/B08LB4XSLH/ref=pd_bxgy_2/147-1760705-4642732?_encoding=UTF8&pd_rd_i=B08LB4XSLH&pd_rd_r=576b2e6e-9db4-48f1-933c-4841c0518d64&pd_rd_w=ugf4E&pd_rd_wg=cQyQ7&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=C8CQ8RMPW21FBH3YTQA5&psc=1&refRID=C8CQ8RMPW21FBH3YTQA5'}]",
2704,B08N4MN3H9,"Hongloon USB-C to 3.5mm Headphone Jack Adapter, USB Type-C to Aux Audio Adapter Cable Compatible with Samsung Galaxy S20 FE Ultra S20+ S10 Plus Note 20 5G Note 10, Pixel 5 4 3 XL, iPad Pro",,5.47 x 3.03 x 0.47 inches,,,,"[{'info': '4.4 out of 5 stars', 'value': '32 ratings'}]",,"November 10, 2020",,Hongloon,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1WKVVXGTRPR4O&isAmazonFulfilled=1,"[{'info': 'Samsung EE-UC10JUWEGUS USB-C to 3.5mm Headphone Jack Adapter for Note10 and Note10+ (US Version with…', 'value': '/Samsung-EE-UC10JUWEGUS-Headphone-Adapter-Warranty/dp/B07VF6NSZZ/ref=pd_day0fbt_2/147-7821201-4705936?_encoding=UTF8&pd_rd_i=B07VF6NSZZ&pd_rd_r=9993f26b-965d-41b8-9bfa-eebd015722e8&pd_rd_w=4AFVJ&pd_rd_wg=qjVzl&pf_rd_p=6a05ef20-9a93-4152-93b4-38b758e10220&pf_rd_r=PWEEQHZZW5EB5592FCV1&psc=1&refRID=PWEEQHZZW5EB5592FCV1'}]",
2705,B08N52L2ZS,"[Apple MFi Certified] Headphones Adapter for iPhone, 2 in 1 Lightning to 3.5 mm Headphone Jack Aux Audio & Charger Splitter Dongle Adapter for iPhone 11/X/XS/XR/8/7/SE/iPa-d, Support iO-S 13 and More",,7.36 x 6.42 x 0.28 inches,,,,"[{'info': '3.7 out of 5 stars', 'value': '132 ratings'}]",,"December 1, 2020",,MFSHOPING,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AD1EA8759C6JP&isAmazonFulfilled=1,"[{'info': 'iAid Super Mini Digital Hearing Amplifier Aid Pair of 2 - Sound Enhancement Device with Noise…', 'value': '/Super-Mini-Digital-Hearing-Amplifier/dp/B083W3Q1BX/ref=pd_bxgy_2/131-6954965-2217464?_encoding=UTF8&pd_rd_i=B083W3Q1BX&pd_rd_r=121d68c0-cab0-4162-8acb-cd345f8cfdf2&pd_rd_w=ehUiL&pd_rd_wg=PuvW1&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=XRPQS7AQWJZ344YY064T&psc=1&refRID=XRPQS7AQWJZ344YY064T'}]",
2706,B08N5SYYYD,"Lamicall Headphone Stand, Headset Hanger - 360 Degree Rotation Earphone Hook Holder Mount, Table Headphone Stand with Cable Organizer, Gaming Headset Clamp for HyperX, Razer, Sony, Sennheiser - White",,4.88 x 3.31 x 1.65 inches,,,,"[{'info': '4.8 out of 5 stars', 'value': '684 ratings'}]",,"November 28, 2020",,Lamicall,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OC7UXAYWQDEI&isAmazonFulfilled=1,"[{'info': 'Cord Organizer, Cable Organizer White Cord Holder, Wire Organizer USB Cable Management Cord Clips, 3…', 'value': '/Organizer-Cable-Holder-Management-Office/dp/B089K54HWQ/ref=pd_bxgy_2/138-9869930-4944117?_encoding=UTF8&pd_rd_i=B089K54HWQ&pd_rd_r=2980519d-df60-4a93-a29c-c7dc4c969d23&pd_rd_w=MPf1O&pd_rd_wg=gLeek&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=FRKFEYBEC1C41EGMNJ6N&psc=1&refRID=FRKFEYBEC1C41EGMNJ6N'}]",
2707,B08N63PJFK,"Wireless Earbuds TaoTronics SoundLiberty 80, Bluetooth 5.0 Earbuds with AI Noise Canceling Mic, Support aptX Stereo Audio, Voice and Touch Control, in-Ear Detection, with USB-C Charging Case",TT-BH080,,2.28 x 2.01 x 0.91 ,#970 in Earbud & In-Ear Headphones,4.3,"[{'info': '4.5 out of 5 stars', 'value': '351 ratings'}]",,"November 11, 2020",, TaoTronics,/stores/TaoTronics/page/377F39CC-07D6-45C3-B658-0FDDD86A9E22?ref_=ast_bln,"[{'info': 'Wireless Earbuds TaoTronics SoundLiberty 95 True Wireless Earbuds Bluetooth 5.0 with aptX Codec Hi…', 'value': '/Wireless-TaoTronics-SoundLiberty-Bluetooth-Cancellation/dp/B08K778R4W/ref=pd_bxgy_2/140-0915200-7889342?_encoding=UTF8&pd_rd_i=B08K778R4W&pd_rd_r=7ad552b8-7e18-4863-9b84-dcd9e6c7cfe2&pd_rd_w=LOFaY&pd_rd_wg=850lP&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=9Z86ZRK1QXH1VNHPYYNG&psc=1&refRID=9Z86ZRK1QXH1VNHPYYNG'}]",/TaoTronics-SoundLiberty-Bluetooth-Canceling-Detection/product-reviews/B08N63PJFK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
2708,B08N6GBYS4,"Voakod Case Cover Compatible Galaxy Buds Pro (2021) /Galaxy Buds Live, Hard PC Headphones Protective Shockproof Geometric Design for Galaxy Buds Live/Buds Pro Earbuds Accessories with Lobster Clasp",,3.23 x 2.76 x 1.5 inches,,,,"[{'info': '4.2 out of 5 stars', 'value': '120 ratings'}]",,"November 20, 2020",,Voakod Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A12B6PXUIKULKG&isAmazonFulfilled=1,"[{'info': 'Samsung Galaxy Buds Live, True Wireless Earbuds w/Active Noise Cancelling (Wireless Charging Case…', 'value': '/Samsung-Wireless-Cancelling-Charging-Included/dp/B089B7LX7N/ref=pd_bxgy_2/147-8868379-2944517?_encoding=UTF8&pd_rd_i=B089B7LX7N&pd_rd_r=68f223af-b001-4022-a103-5a79ab4a943b&pd_rd_w=U0BbQ&pd_rd_wg=GN9ut&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=T2AHE15D26V0APHFE7N9&psc=1&refRID=T2AHE15D26V0APHFE7N9'}]",
2709,B08NC7ZZSB,"[Apple MFi Certified] 2 in 1 Dual Lightning iPhone Adapter & Splitter, Adapter Dual Converter Cable Headphone Music+Charge+Call+Volume Control Compatible for iPhone SE/11/11 Pro/XS/X/8/7, iPad-iOS 14",,6.97 x 3.82 x 0.31 inches,,,,"[{'info': '4.0 out of 5 stars', 'value': '63 ratings'}]",,"November 12, 2020",,Tech Sense Lab,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BK1RQDM90NW5&isAmazonFulfilled=1,"[{'info': 'Happy-house Handheld Vacuum, Hand Vacuum Cordless with High Power, Mini Vacuum Cleaner Handheld…', 'value': '/Happy-house-Handheld-Cordless-Rechargeable-Cleaning/dp/B08LKTWDCB/ref=pd_bxgy_2/133-9041924-7334806?_encoding=UTF8&pd_rd_i=B08LKTWDCB&pd_rd_r=00626e94-bf07-40b2-a23e-34405d9991af&pd_rd_w=o7SRD&pd_rd_wg=UlWeN&pf_rd_p=bd257e40-8799-42ac-88d0-f76e0faf3886&pf_rd_r=DVFX8Q0ZM8EB95XT2J0W&psc=1&refRID=DVFX8Q0ZM8EB95XT2J0W'}]",
